mwe_template	semantic_tags
用理论_noun 来说明_noun	X2.1 N3.2-/A2.1
用电脑_pnoun 处理_verb	Y2
用盆_noun 洗濯_verb	O2
用石_noun 细工_noun	I3.2/H1/S2mf S9/S2.2m
用石_verb 灰_adj 处理_noun	F1 O4.3 O1.1 L3
用砖_noun 建筑_noun	H1 E3-@ O2/H1 S8+
用硫_verb 酸_noun 处理_noun	E2-
用精神_pnoun 治疗法_noun 治疗_noun	E5- X2
用线_verb 织补_noun	A1.1.1 A2.1+ B5
用绞盘_noun 绞起_verb	M2 O2
用绳_noun 捆扎_verb	A1.1.1 K2 A1.7+ O1.1 N5 N4 S5+c Q1.2 O2
用羽毛_noun 盖上_verb	T3+/A2.1
用肘_verb 著_part 往_prep 前进_noun	B1 E3-
用胶画_noun 颜料画_noun	B2-/L2 C1
用药_noun 治疗_noun	B3
用蛭_noun 吸血_verb	L2mfn X7- B3/S2mf
用蜡_noun 染色_noun 的_part 布_noun	A1.1.1/C1 O1.1
用词_verb 不当_verb	Q2.2/A5.3-
用车_noun 搬运_verb	M3fn
用车床_noun 加工_noun	O2
用钱_verb 的_part 人_noun	I1.2/S2mf
用镭_noun 治病_verb	Q1.3 Q4.3
用鸠尾榫_noun 接合_verb	A1.8+ O2
田园_noun 文学_noun ._punc	O4.2+/M7 Q3
田园_noun 生活_noun	S1.1.1 S9 F4
田径_noun 运动_noun	K5.1
由_prep 不同_adj 成分_noun 形成_verb	A6.3+
由_prep 乡间_noun 民间_noun 来_part 进行_verb	S5+/S7.1-
由_prep 分子_noun 组成_verb	O1
由_prep 十_num 组成_verb 的_part 一_num 组_msr	T1.3
由_prep 协力_noun	Z5
由_prep 发生_verb	A2.2 X9.2 N2 A5.1 K5 Q1.1/A2.2
由_prep 可靠_adj 方面_noun	A5.2+/A8
由_prep 四_num 面_msr 攻击_noun	G3 E6-
由_prep 多_num 人_noun 一起_adv 参加_verb	S1.1.3+
由_prep 字尾_noun 倒数_adv 第二_num	N4
由_prep 小球_noun 形成_verb	O4.4
由_prep 小粒_noun 而_part 成_verb	O4.1
由_prep 征服_verb 所获_noun 之物_noun	X9.2+/S7.3 X9.2+/G3 S7.1+
由_prep 族长_noun 统治_verb	S4
由_prep 构成_verb	B4/O2 N3.2-
由_prep 正_adv 面的_verb	A5.2+ N3.3-
由_prep 球根_noun 生长_verb	O4.2- O4.4
由_prep 甘_pnoun 草根_verb 熬成_verb 的_part 精_noun	F1
由_prep 甜_adj 胡椒_noun 制成_verb 的_part 香味料_noun	F1 O1.1 L3
由_prep 电磁石_noun 产生_verb	O3
由_prep 盗取_verb	G2.1-
由_prep 直觉_noun 知道_verb	X2
由_prep 种子_noun 生长_verb 出来_verb 的_part 植物_noun	L3
由_prep 细菌_noun 引起_verb	L2
由_prep 经验_noun 而_part 得的_verb 东西_noun	A2.1+/A3+ X3 X2.2+ X9.1+ I3.2
由_prep 编条_noun 织成_verb	O4.1
由_prep 而_adv 组成_verb	A1.8+
由_prep 而来_verb	M6 A1.1.1 Z5
由_prep 诉讼_noun 手续_noun 恢复_verb 财产_noun	B2+ A5.1+/A2.1 A9+
由_prep 转交_verb	Q1.2
由_prep 钴_noun 制_verb 的_part 深蓝色_adj	O1
由于_prep 光_noun 的_part 干涉_noun 引起_verb 花纹_noun	B1 O2 M7 S5+c A11.1- O4.1
由于_prep 比较_verb	A6 Q3
由于_prep 结婚_verb	S4
由于_prep 遗传_noun	A9+/S4
由卑_pnoun 金属_noun 变成_verb 贵_noun 金属_noun	A10+ X2.6+ O4.4 Q4.3
由衷_verb 的_part 高兴_verb	E2+
甲壳类_noun 动物_noun	F1 L2c
申报_verb 书_noun	Q1.2 Q2.2 I3.1/Q2.2 G2.1/Q1.2 X3.4+ A11.2+ X2.2+ S1.2.4+ G2.1
电_noun 发_verb	Q1.1 M2 M1 W3/M4 O4.4 Y1 N5
电传_noun 打印机_noun	Q1.3
电传_noun 打字机_noun	Q1.3
电传_noun 照相_noun	N3.3+ N3.3+/O2
电信_noun 会议_noun	Q1.3
电压_noun 不足_verb	A1.1.1/N5.2-
电压_noun 升高_verb	S8+
电子_noun 制表_noun 软件_noun	Y2/Q1.2
电子_noun 数据表_noun	Y2/Q1.2
电子_noun 空间_noun	Y2
电子_noun 计算机_noun	Y2
电子_noun 邮件_noun	Q1.3/Y2 Z3c
电影_noun 制片厂_noun	A1.1.1 A10+ K4 K3 Q4.3
电影_noun 剧本_noun	Q4.3
电影_noun 摄影场_noun	C1/H2 Q4.3/H1c H1
电影_noun 的_part 统称_verb	Q4.3/H1 Q4.3
电梯_noun 车箱_noun	A1.7+ H1/L2
电气_noun 技师_noun	O3/S2mf
电气_noun 铁路_noun	I2.1 X8+
电波_noun 不_adv 透过_verb	O4.3 A12-
电波_noun 妨害_verb	H5 O2 N5.2+ N5.1+
电波_noun 探测器_noun	O3
电灯_noun 的_part 光线_noun	I2.1 X8+
电烫_noun 的_part 头发_noun	Z3c
电缆_noun 的_part 被覆_noun	O2 B3
电脑_noun 网络_noun	Y2
电脑_noun 辅助_verb	Y2
电视_noun 技师_noun	Q4.3/S2mf
电视_noun 摄像_noun	A5.1+/A2.1
电视_noun 用_verb 摄影机_noun	C1 Q4.3
电话_noun 听筒_verb	Q1.3
电话_noun 总机_noun	A11.1+ M6
电话_noun 接线生_verb	Q1.3/S2mf A1.1.1/S2mf
电话_noun 机制_noun 造法_noun	Q1.3
电话_noun 用户_noun	Q4.2/I2.2/S2mf A9-/I1/S2mf I2.2/I1/S2mf
电话_noun 铃声_noun	X3.2 A1.1.1 M1 E3-@ X5.2+ Q1.3
电车_noun 轨道_noun	M3c
电镀_noun 物品_noun	O3
男_adj 教员_noun	E1
男_adj 高音_noun	K2/S2.2m E1 Q3
男中音_noun 歌手_noun	K2/S2.2m X3.2
男人_noun 大礼服_pnoun	B5
男修道_noun 院长_noun	S9/S7.1+/S2.2m
男士_noun 无_verb 尾_noun 半正式_adj 晚礼服_noun	B5
男女_noun 两_num 用_noun	S2
男女_noun 平等_noun 主义_noun	S2.1/G1.2 S2.1f/G1.2
男女_noun 平等_noun 主义者_noun	S2.1f/G1.2
男子_noun 假发_noun	B5
男子_noun 服饰_noun 经售_verb 商_noun	B5/S2mf
男子_noun 气_noun	S2.2
男子_noun 气概_noun	S2.2 S2.2/S1.2.3+
男子_noun 气概地_noun	E5+
男巫_noun 专家_noun	A5.1+ S9/S2.2m X9.1+/S2mf
男性_noun 为_verb	S4 S4f
男性_noun 亲戚_noun	A1.1.1 L3 Q1.2
男性_noun 或_conj 女性_noun	L2 S2 S3.2
男性_noun 至上_verb 主义_noun	S2/S1.2.3+
男性_noun 至上_verb 主义者_noun	S2mf
男性_noun 荷尔蒙_noun	B1
男性_noun 角色_noun	F1/B1 L2mfn
男性_noun 语词_noun	S2.2
男爵_noun 夫人_noun	S7.1+/S2.1f
男爵_noun 的_part 领地_noun	S7.1+
男用_adj 无袖_adj 短_adj 上衣_noun	B5
男裤_noun 前面_noun 的_part 褶_noun	B5
画_noun 十_num 字_noun	Q1.1 A6.2+ X4.1 Q1.2 O4.1 S9 B2 M2 K2 G2.1 I3.1
画_noun 拙劣_verb 的_part 画_noun	A1.1.1
画一_noun 般的_verb	O4.2+
画为_verb 禁猎区_noun	F1 A4.1 L2 S8+ A9+/A2.1-
画出_verb 阴影_noun	A10- O4.3 N5- H5
画成_verb 漫画_noun 讽刺_noun	C1
画法_noun 或_conj 手法_noun 笨拙_verb 的_part 画_noun	A1.1.1
画线_noun 者_noun	M4fn B5
画般_adj 的_part 风景_noun	C1 Q4.3 X4.1 X2.1
界线_noun 点_noun	A1.7+ N5.1 M7
留_verb 印象_noun	Q1.2 A1.1.1 A10+ A2.2 O2 I1.2/G1.1 A4.2+
留_verb 短发_noun	I1 B1 M1 Z1
留住_verb 客_noun	S1.1.1/S2mf M1/S2mf
留在_verb 记忆_noun 中_loc 地_noun	A11.2+ X2.2+
留心_adv 琐事_noun	S1.2.6- A1.5.2-
留有_verb 印象的_noun	O4.2+
略_adv 夺_verb 的_part 行为_noun	A9+ O2
略_adv 带_verb 紫色_noun	O4.3
略_adv 粗暴_verb	X3.3 O4.5 B2 E3- S1.2.4- O4.2- A4.2- A12- W4
略_adv 粗糙_verb	X3.3 O4.5 B2 E3- S1.2.4- O4.2- A4.2- A12- W4
略_adv 黑的_verb	O4.3
略为_adv 建议_verb	Q2.2 N5-
略为_adv 灰色_adj	L2 E3-
略带_verb 桃色_adj	O4.3
略带_verb 神经病_noun 的_part 人_noun	F1/A1.1.1 S1.2.6- K5.2
略微_adv 知道_verb	T1.3 W2 T2-
畦头_noun 未_adv 耕_verb 的_part 一_num 条_msr 地_noun	W3
畸形_adj 的_part 人_noun	A6.2- A6.2-/S2mf X5.2+/S2mf E5- L2/S9mfn G2.2-/S2mf N3.2++
疑心_noun 重重地_noun	X2.1/A5.1- G2.1-
疑问_noun 号_noun	Q2.2
疯子_noun 似地_noun	S1.2.6-
疯子_noun 用_prep 皮_noun 手套_noun	X3.2-
疯狂_noun 似_verb 的_part 非常_adv 兴奋_verb	X5.2+
疯狂_verb 似_verb 地_part	X5.2+
疯狂_verb 或_conj 愚蠢_verb 的_part 行为_noun	S1.2.6- B2-/X1
疲倦_verb 极_adv	A1.1.1 G2.2- X9.2+ E3- G2.1% Z5
疲劳_verb 地_part	X5.2- B2-
疲困_verb 地_part	A13.3
疼痛_noun 地_noun	A5.1- A13.3
疾快_adv 动作_noun	A1.1.2 A1.1.1 X3.2 Q2.2 C1 N3.8+ K5.2 T1.3 Z4
疾病_noun 治疗_verb 后的_adj 照顾_noun 调养_verb	B3 S8+
病人_noun 用的_verb	A5.2- B2- B2-/S2mf
病弱_adj 的_part 人_noun	A1.1.2 O4.2- B2-/S2mf E1/S2mf
病态_noun 增衍_verb	N3.2+/A2.1 A5.1+/A2.1 L3 B2-
病情_noun 报告_noun	Q4.3 Q4.2
病理_noun 学者_noun	B3/S2mf
病理_noun 组织学_noun	Y1/B2-
病的_noun 征候_noun	B3 X2.4
病院_noun 船_noun	B3/M3fn
痛_noun 加_verb 殴打_verb	B5 E3-
痛苦_noun 难忍_verb	A12- B2- E6-
痛苦_verb 地_part	B2- E4.1-
痛苦_verb 的_part 原因_noun	E4.2- L3
痛苦_verb 的_part 犹如死_noun	L1- T2- O2
痛苦_verb 的_part 经验_noun	E6-
痛苦_verb 的_part 表情_noun	O4.2-
痛觉_noun 丧失_verb	B3 B2-
痴呆_noun 着看_verb	X3.4
瘢痕_pnoun 性的_noun	B2- A1.1.2
瘦_verb 细的_noun	A13.4 N3.2-/B1
瘦巴巴_pnoun 的_part 人_noun	B1 O4.1 Y1
瘸著_noun 走路_verb	T2- M8 M7@
癫痫_noun 性的_noun	B2- B2-/S2mf
癫痫_noun 患者_noun	B2- B2-/S2mf
登台_verb 契约_noun	A9+/Q2.2 G2.1
登台_verb 表演_noun	S5- S1.2.1+
登山_noun 用_verb 鞋底钉_noun	X5.2+ A2.2 K5.1/O2 W3 B2- L2 L3 M3
登记_verb 姓名_noun	A9+/Q2.2 G2.1 Q4.1 Q1.2 K5.1/I1
登记_verb 过_part	Q1.2/G1.1 I3.2+ N3.1 A9+ Q2.1 A10+ X2.5+
登陆_verb 许可_verb	A1.7-
登陆用_noun 小艇_noun	M4
白_adj 宽领带_noun	K2c A4.1 S5+c O2 S5+
白_adj 寿衣_noun	B5 O2 Q1.2 N5
白_adj 苍白_verb	O4.3 A5.4+
白_adj 障眼_noun	B2-/X3.4
白兰地_noun 加稣_verb 打水_verb	A1.7+ O2 N5
白兰地酒_verb 的_part 一_num 种_msr	F2
白化_noun 变种_noun	L2/O4.3 O4.3/S2mf O4.3
白化_verb 病者_noun	L2/O4.3 O4.3/S2mf O4.3
白天_noun 音乐会_noun	K4
白头翁_noun 的_part 一_num 种_msr	S9/S2mf
白杨_noun 属_verb 的_part 植物_noun	B3/Q1.2 B3 S6+
白杨_noun 的_part 一_num 种_msr	B3/Q1.2 B3 S6+
白热_noun 纱罩_noun	B5 S7.1+
白痴_noun 病的_verb	S1.2.6-
白皮肤_noun 之人_noun	L3
白脱_noun 牛奶_noun	F1 F2
白腊_noun 制品_noun	A11.1- F1 E4.1+
白色_adj 人种_noun	Z2
白色_adj 涂料_noun	O4.3 A10-
白色_adj 花斑_noun	A11.1+ Q1.2 K4/A11.1+ W1 O4.4 A5.1+++ A11.1+/S2mf A5.1 Z3c
白花_verb 花的_noun	O4.3
白血球_noun 过多症_noun	B2-
白费_verb 力气_noun	Q2.2/S1.2.4- S7.2- X9.2-
白金_pnoun ,_punc 铂_pnoun	O1.1
白领_noun 阶层_noun	I3.2
白鸽_noun 的_part 一_num 种_msr	S9/S2.1f
白麻属_adj 植物_noun	L3
百_num 人_noun 团_noun	T1.3 K5.1%
百_num 人_noun 队_noun	T1.3 K5.1%
百_num 元_msr 钞票_noun	T1.3 K5.1%
百_num 数_noun	N1
百_num 数_num 的_part 东西_noun	N1
百_num 码_msr 赛跑_noun	T1.3 K5.1%
百_num 米_msr 赛跑_noun	N1
百万_num 位元组_noun	Y2
百万_num 元_msr	N1 I1
百万_num 富翁_noun	I1.1++/S2mf
百万_num 的_part 平方_noun	N1
百万_num 的_part 立方_noun	N1
百万_num 磅_msr	N1 I1
百分比_noun ％_num	N5
百慕达_pnoun 群岛_noun	Z2
的_part 人都_noun	Z8
的_part 制造厂_noun	H3 L3/H3 M7/I4 N3.7 N3.3
的_part 前面_noun	N4 Z5
的_part 变形_noun	A1.7+ O1.1 F2 B1
的_part 呼声_noun	S1.1.1 Z4
的_part 地方_noun	M6
的_part 幼儿_noun	L2mfn K1/S2.2m
的_part 忠仆_noun	T1.3
的_part 成分_noun	N5--- O4.3 A2.2
的_part 支部_noun	H4
的_part 时_noun 总是_adv	Z7
的_part 时候_noun	Z5
的_part 缘故_noun	N4 Z5
的_part 过去_noun 分词_verb	X7+
的_part 迹象_noun	X3.5 X3 A8
的_part 附近_noun	M6 A1.1.1 Z5
的确_adv 是_verb 那样_verb	A7+
皇室_noun 律师_noun 的_part 正式_adj 衣服_noun	O1.1 B5 G2.1/S2mf%
皇帝_noun 派_verb 的_part 人_noun	G1.1/S2mf
皮下_noun 注射_noun	B3
皮下_noun 注射器_noun	B3
皮制_noun 短裤_noun	O1.1 O2
皮破_noun 肉绽_noun	F1 O4.1 B2- X9.1- O4.6- A5.1- A5.2+@
皮肤_noun 医学_noun	B3
皮肤_noun 病学_noun	B3
皮肤_noun 的_part 皱摺_noun	F1
皮肤_noun 黑的_noun	O4.3
皱起_verb 眉头_noun	S5+ A9+ N5+/A2.1 X2.5+ A1.1.1%
盐_noun 基_noun	M7 T2+ A1.1.1 O1 K5.1@ B1% A5.1- M6 A2.2
盐_noun 基_noun 性的_noun	A6.2+ A11.1+ A12+
监查_noun 帐目_noun	S7.1+ A1.7+ O2
监狱_noun 忘却_verb	A7- K1 S9
监狱_noun 看守_verb	P1/S2mf G1.1/S2mf
监督_verb 法院_noun	S9/S5+ G2.1/S5+ S7.1+/S5+
盖_verb 圆_adj 屋顶_noun	H2 M1 K5.1
盖_verb 在_prep 尖端_adj 的_part 东西_noun	M2 I1 N5.1- M7/O4.2- Q2.2
盖_verb 屋顶_noun	H2 B1 M3
盖_verb 膝部_noun 的_part 毛毯_noun	B5
盖_verb 邮资_noun 已付_noun 的_part 邮戳_noun	N3.1 N3.1/O2
盖_verb 骑缝章_noun	I3.1
盖上_verb 被单_noun	B5 O2 Q1.2 N5
盖世_adj 太保_noun	G2.1c
盖屋_noun 板_noun	W3 O2
盖屋_pnoun 顶的_adj 材料_noun	H1
盖屋_pnoun 顶的人_noun	H1/S2mf
盖满_verb 泡沫_noun	B5 S7.1+
盗匪_noun 组织_noun	I2.2 S5+c S7.1+/S5c
盗贼_noun 的_part 黑话_noun	G2.1-/S2mf
盗贼_noun 行为_noun	G2.1-
盘_noun 层_noun	O2 W3 M4
盘旋_verb 下降_verb	O4.4 A6.3+
盘状_adj 的_part 洼地_noun	O2 Q4.3/M1 Q2.2
盘绕_verb 成_verb 一_num 团_msr	A1.8+
盛_verb 汤_noun 的_part 碗_noun	O2/F1
盛在_verb 盘_noun 里_loc 的_part 菜_noun	F1/A1.1.1 O2 F1 Q4.3 O4.2+%
盛大_verb 地_part	A13.3
盛大_verb 的_part 宣传_noun	N5++ I2.1/N5++ X3.2 O2 N5+++
盛开_verb 过_part	N5.2++
盛沙_pnoun 等_part 的_part 盒或框_noun	O2
盛行_verb 很_adv 广_verb	A11.1+++ S7.1+ N5+
盟_noun 者_noun	S1.1.3+ S8+ S5+ S3.1/S2mf S8+/S2mf
目标_noun 命中_verb	X7+
目标_noun 地点_noun	G2.2/S5- S1.2 X7+
目标_noun 额_noun	X7+ G3 K5.1
目瞪口呆_verb 而_part 说不出_verb 话_noun 来_verb	Q2.1-
目空_verb 一切_pron	S1.2.3+
盲人_noun 用_verb 点字法_noun	Q1.2
盲动_verb 妄进_verb	A5.3-
盲目_adj 的_part 爱国_adj 心_noun	S5+/Z2
盲目_adj 的_part 爱国心_noun	S5+/Z2
盲目_adj 的_part 爱国者_noun	S5+/Z2 S5+/Z2/S2mf
盲目_verb 地_part	X3.4- X2.5-
直_adv 到_prep 现在_noun	T3---
直_adv 竖_noun	N5.1+ A5.1+++ W3 B5
直_adv 通_verb	M6 Z5
直到_prep 时_noun	Z5
直接_adv 了_part 当地_noun	A10+
直接_adv 复印_verb 照片_noun	Q1.2/A5.4-
直接_adv 复印机_noun	Q1.2/A5.4-
直接_adv 报文_verb 传送_verb	Y2
直接触_noun 皮肤_noun	Q2.1 S1.2.1+ S3.2 S5-
直率_verb 谈论_verb	F4 K5.2 L1- O2 O1.1 I1.1 F3
直瞪瞪_verb 地_part 注视_verb	X3.4
直立_verb 裂口_noun	H2
直线_adj 跑道_noun	N3.8+
直线_adv 行进_verb	N3.8+
直线_noun 滑降_noun	K5.1
直肠_noun 给药_noun	B1
直觉_noun 能力_noun	X1/A6.2+
相_adv 平等_verb	A6.1+
相_adv 矛盾_verb	A6.1-
相_adv 调和_verb	A6.1+ K2
相_adv 适应_verb	Q1.2 A6.1+
相互_adv 仇杀_noun	E3-
相互_adv 作用_noun	S1.1.2+ A1.1.1
相互_adv 依赖_verb	A2.2 S7.1-
相互_adv 地_part	S1.2.6+ S5+ T1.1.2 M6
相互_adv 影响_verb	S1.1.2+ A1.1.1
相互_pron 关系_noun	A6.1+
相似_adj 之人_noun	A6.1+
相似_verb 之_part 人或物_noun	A6.1+ E2+ Z4 Z5
相似_verb 的_part 事物_noun	A6.1+ A8 X3.4 X2.1 C1 O4.1
相位_adj 编码_noun	P1/K5.1
相位_adj 调制_noun	G1.1/S2mf B3
相信_verb 佛_noun 洛伊_noun 学说_noun 的_part 人_noun	B3/X1
相信_verb 基督_noun 为_verb 凡人_noun	S1.2.3-/S2mf S8+
相关_adj 调和_verb	K2 Q3 T1.1
相匹敌_verb 之物_noun	A6.1+ A6.1+++
相同_verb 地_part	A6.1+
相处_verb 得_part 来的人_noun	E2+ A6.1+
相处_verb 惯_verb	A6.2+ S1.2.1+ S9
相对_adv 位置_noun	M2 E2+ M6 B1@ O2 A1.5.2+ X2.5+
相当_adv 了不起_verb 的_part 人物_noun	Z8 Z8mfc
相当_adv 厚的_verb	N3.7+ N3.2+ O4.1 X9.1- O4.5 A10--- A11.2+++ O4.3@ O4.2-@
相当_adv 地_part	A13.3 A13.5 A5.3+ S1.2.4+ G2.2+ A5.1+
相当_adv 多的_verb	A13.5 N5 Z5 O4.2+
相当_adv 大_adj 距离_noun	N3.3 N3.7
相当_adv 大_verb	N3.2+ N5+
相当_adv 字_noun	Q3
相撞_verb 而_adv 嵌进_verb	O2/Y1
相爱_verb 的_part 男女_noun	S3.2/S2mf E2+/S2mf
相称_verb 性的_noun	A6.1+
相等_verb 的_part 人物_noun	S7.3 S7.3+/S2mf
相约_verb 不_adv 参加_verb 投票_noun	N5 N5c
相继_adv 的_part 产生_verb	M1 M2 N5+ O2
相貌_noun 品格_noun	S7.4-
相貌_noun 奇怪_verb 的_part 人_noun	S2.2m O2 Z1
盾型_adj 的_part 东西_noun	S8+/A15+ A10- O2 G3
省略_noun 法_noun	Q3
省略_noun 符号_noun	Q3
看_verb 得_part 到_verb	Q2.2/S1.2.4+ E1 X3
看_verb 得_part 见_verb	X3.4 A11.2+ X3.4+
看_verb 情形_noun 可能_verb 发生_verb	N4
看_verb 热闹_verb 的_part 人_noun	X3.4/S2mf
看不_adv 出_verb	X3.4- A11.2-
看不_adv 清_verb	X3.4- X3.4-/B2- X3.4-/S2mf H5
看不_adv 见_verb	X3.4-
看出_verb 想起_verb	X2.2+ X2.5+ S7.4+ G2.1+ S1.1.1
看守_verb 监狱_noun 的_part 人_noun	G2.1/S2mf
看得_verb 见地_noun	A11.2+
看手势_pnoun 猜_verb 字谜_noun 游戏_noun	A5.2- A5.4-
看着_verb 舒服_verb	A13.5
看门_verb 的_part 人_noun	I3.2/H2/S2.2m I3.2/H2/S2mf
看顾_verb 小孩_noun 的_part 人_noun	S8+/S4/S2mf
真_adv 价_noun	A5.1+ I1.3 A1.5.2+ S1.1.4+ S1.1.4+ N5
真_adv 现实_verb	A3+ A5.2+
真实_verb 之_part 反应_noun	A6.1+ O2 Z3c
真空_adj 除尘器_noun	B4 N5.1- Y1
眼_noun 精_noun 翻_verb 上_verb	G3 M2 L2mn B1 Z4 O2
眼_noun 脸部_noun	M1/W1 M7/W1 S7.1+
眼光_noun 锐利_verb	O4.1 O4.2
眼力_noun 好的_verb	O4.1 O4.2
眼泪汪汪_verb 地_part 说_verb	E4.1-
眼珠_noun 转动_verb	B5
眼界_noun 好的_verb	A13.5
眼皮_noun 的_part 松弛_noun	A9+ K5.1 B5 O2 B1
眼看_verb 不_adv 见_verb	X3.4- A11.2-
眼睛_noun 凹陷_verb	O4.1 O4.2-
眼睛_noun 模糊_verb	B1
眼睛_noun 看_verb 不_adv 见_verb	X3.4- A11.2-
眼睛_noun 看_verb 不_adv 见_verb 的_part 事物_noun	X3.4- A11.2-
眼睛_noun 睁视_verb	B5
着_part 名地_noun	A11.2+
着弹点_noun 观察员_noun	X3.4/S2mf
着色_verb 法_pnoun	O4.3 A2.1+
睁大_verb 眼睛_noun	X2.2- O4.2
睡_verb 不_adv 着_verb	B1
睡_verb 不_adv 著_verb	X5.2- M1
睡_verb 在_prep 睡铺_noun	H4 H5
睡_verb 窝_noun	N5+ O4.2- N5 O1.1 L2c M3%fn
睡_verb 铺_verb	H4 H5
睡床_noun 用_verb 脚炉_noun	O2/B3 O2/B4
睡眠_noun 时间_noun	B1 H4/N5
睡眠_noun 状态_noun	A1.5.1-
睡眠_noun 般的_verb	B1 A1.1.1/N5-
睡著_noun 渡过_verb	B1
睡著_verb 了_part	B1
睹_verb 场_noun	S9 O4.2- E3- G2.2- Z4
睹_verb 运气_noun	A15- A1.4 K5 X2.1/A7-
睹注_noun 金额_noun	A1.1.1 S7.1+ X9.2+ O2
睾丸_noun 激素_noun	B1
瞄准_verb 镜_noun 上_loc 的_part 十字线_noun	B1 N3.7-
瞎_adv 自大_verb	S1.2.3+
瞧不起_verb 人_noun	E2- A5.1-
瞧不起_verb 别人_noun 的_part 轻蔑_noun 样子_noun	E2-
瞪大_verb 眼_noun	O4.1 O4.2
瞪着_verb 眼_noun	X3.4 X3.5
瞪著_verb 眼睛_noun 而_part 使_verb 其_pron 迷惑_noun	M6 X3.4- X3.4
瞬息_noun 一_adv 现_verb	W2 E1 Q1.1 O4.2+ O4.3
矛盾_noun 对立_noun	A6.1-
知名_adj 之人_noun	S5+c S7.1+ H1c S1.1.1 T2+
知名_adj 人士_noun	A11.1+/S2mf
知识_noun 分子_noun	E6+ E2- S8+ A1.3 X1 X2 X2.1 X2.1/S2mf X2.2+/S5+
知识_noun 范围_noun	X2.2+
知识界_noun 精华_noun	X9.1+/S7.1+
知足_verb 胜过_verb 财富_noun	E4.2+
知道_verb 了_part	S3.2/B1
矫饰_verb 地说_noun	A1.1.1 M1% F1
短_adj 内绔_noun	B5
短_adj 射程_noun	G3
短_adj 巷_noun	G2.1 H3 M7/K5.2 S3.2 X7+
短_adj 帮_noun 套鞋_noun 的_part 一_num 种_msr	B5
短_adj 表链_noun	O2
短_adj 调_noun	A11.1- N3.2- P1 T3-/S2mf
短_adj 距离_noun	M1/N3.3- N3.3- S3.1 A6.1+ A13.4 T1.3- Z5
短_adj 距离_noun 赛跑_noun	M1/N3.8+
短_verb 而_conj 粗_verb 的_part 东西_noun	A1.1.1 O4.6-/A1.1.1 O2 Q1.2
短_verb 而_conj 粗硬的_verb	O4.1
短剑_noun 符号_noun	G3/O2
短处_noun 如果_conj 没有_verb	X9.2- A5.1-/A2.1
短时_adj 间的_noun	L1+ N3.8+ X9.1+ L1+%
短暂_verb 的_part 休息_noun	A12+
短期_adj 旅行_noun 用的_verb	T1.3 N3.8+
短期_noun 逗_verb 留者_noun	T1.3-
短期_noun 间_loc	A13.7 N3.2- T3- N3.7- N3.3- T1.3- A11.1- N5-
短枪_adv 管_verb 大型_adj 手枪_noun	L2
短的_adj 时间_noun	A1.8+ T1.3 N3.3 N3.7 H1
短的_verb 事物_noun	N5- T1.3- O3 Q4.3 F2 N3.7- N3.3- S1.2.4- N3.8+@ F1%
短祷_verb 的_part 汇编_noun	A9+ S9/Q1.1
短篇_noun 广告_noun	M3/S2mf
短篇_noun 故事_noun	Q4.1
短篇_noun 记事_noun	Q3
短篇_noun 闹剧_noun	C1 K4 Q2.1
短粗_verb 的_part 针_noun	O4.5 A5.2+
矮_adj 木凳_noun	K5.1 L2mfn
矮_adj 隔墙_noun	O2
矮矮_adj 胖胖的_noun	O4.4
矮胖_adj 的_part 人_noun	E3- A1.1.1 O2 F2 S7.1+
矮胖_adj 的_part 人或物_noun	A1.1.1 N5
矮胖_noun 胖的_verb	B1 H1 K5.1 M1 H4
石化_noun 产品_noun	O1
石南_pnoun 丛林_noun	W3/L3
石南_pnoun 丛生_verb	L3
石南_pnoun 丛生_verb 的_part 荒野_noun	W3/L3
石南属_pnoun 的_part 植物_noun	L3
石头_noun 般_verb 坚硬_verb	O4.1 E1-
石工_noun 术_noun	H1
石棉_noun 沉滞症_noun	B2-
石油_noun 输出_adj 国家_noun 组织_noun	Z3
石版_noun 印刷_noun	C1 Q1.2
石竹_pnoun 色的_noun	B5 O4.3
石膏_noun 工艺_noun	A1.1.1 N5+
石蒜科_pnoun 雪花_noun	L3
石面_noun 截槽_noun	B2- O4.2-
矿井_noun 中空_noun 车皮_noun 岔道_noun	M3
矿坑_noun 缴_verb 针仪_noun	O2 Q1.3
矿泉_noun 治疗地_noun	M7/O1.2
矿用_noun 安全灯_noun	Z2/S2mf
矿车用_noun 推车_noun	Q2.2
码头_noun 周围_noun	M7/M4
码头_noun 堤岸_noun	M4/M7
码头_noun 工人_noun	M4/S2mf
砂_noun 小_adj 石头_noun	M4 W3/M4
砌砖_noun 工作_noun	H1
砍_verb 入_verb 很深_noun	B2- A1.1.2
砍_verb 出_verb 切痕_noun	A1.1.1 X2.5+ Y2 K5.1 Q4.2/S2mf X5.2-
砍伐_verb 木材_noun	L3 O1.1 M1/N3.8-
砍倒_verb 的_part 痕迹_noun	A1.1.2 N5-/A2.1 Q3
砍得_verb 很_adv 深_verb 的_part 伤口_noun	B2- A1.1.2
研磨_noun 工具_noun	O2
研究_noun 报告_noun	Q4.1
研究_noun 方向_noun	Z5
研究_verb 古文书_noun	G1.1 S1.2.4+
研究_verb 讲习会_noun	I4/H1 P1
研究_verb 课题_noun	P1 A1.1.1 A9-
砖_noun 形的_verb	H1 E3-@ O2/H1 S8+
砖_noun 形的_verb 东西_noun	H1 E3-@ O2/H1 S8+
